index,channel,value
22004,0,2187
22005,1,2048
22006,0,2073
22007,1,2048
22008,0,2222
22009,1,2048
22010,0,2172
22011,1,2048
22012,0,2254
22013,1,2048
22014,0,2311
22015,1,2048
22016,0,2452
22017,1,2048
22018,0,2339
22019,1,2048
22020,0,2385
22021,1,2048
22022,0,2354
22023,1,2048
22024,0,2398
22025,1,2048
22026,0,2350
22027,1,2048
22028,0,2599
22029,1,2048
22030,0,2522
22031,1,2048
22032,0,2726
22033,1,2048
22034,0,2594
22035,1,2048
22036,0,2702
22037,1,2048
22038,0,2935
22039,1,2048
22040,0,2942
22041,1,2048
22042,0,2845
22043,1,2048
22044,0,2796
22045,1,2048
22046,0,2869
22047,1,2048
22048,0,2849
22049,1,2048
22050,0,2756
22051,1,2048
22052,0,2906
22053,1,2048
22054,0,2885
22055,1,2048
22056,0,3009
22057,1,2048
22058,0,3037
22059,1,2048
22060,0,2951
22061,1,2048
22062,0,3169
22063,1,2048
22064,0,3077
22065,1,2048
22066,0,3108
22067,1,2048
22068,0,3169
22069,1,2048
22070,0,3058
22071,1,2048
22072,0,3094
22073,1,2048
22074,0,3041
22075,1,2048
22076,0,3111
22077,1,2048
22078,0,3252
22079,1,2048
22080,0,3156
22081,1,2048
22082,0,3232
22083,1,2048
22084,0,3216
22085,1,2048
22086,0,3260
22087,1,2048
22088,0,3256
22089,1,2048
22090,0,3060
22091,1,2048
22092,0,3165
22093,1,2048
22094,0,3318
22095,1,2048
22096,0,3235
22097,1,2048
22098,0,3315
22099,1,2048
22100,0,3293
22101,1,2048
22102,0,3205
22103,1,2048
22104,0,3261
22105,1,2048
22106,0,3334
22107,1,2048
22108,0,3364
22109,1,2048
22110,0,3166
22111,1,2048
22112,0,3193
22113,1,2048
22114,0,3162
22115,1,2048
22116,0,3074
22117,1,2048
22118,0,3124
22119,1,2048
22120,0,3200
22121,1,2048
22122,0,3176
22123,1,2048
22124,0,3244
22125,1,2048
22126,0,3144
22127,1,2048
22128,0,3045
22129,1,2048
22130,0,3154
22131,1,2048
22132,0,3231
22133,1,2048
22134,0,3034
22135,1,2048
22136,0,3047
22137,1,2048
22138,0,2985
22139,1,2048
22140,0,3109
22141,1,2048
22142,0,3013
22143,1,2048
22144,0,2927
22145,1,2048
22146,0,2958
22147,1,2048
22148,0,2975
22149,1,2048
22150,0,2851
22151,1,2048
22152,0,2826
22153,1,2048
22154,0,2886
22155,1,2048
22156,0,2816
22157,1,2048
22158,0,2838
22159,1,2048
22160,0,2862
22161,1,2048
22162,0,2823
22163,1,2048
22164,0,2735
22165,1,2048
22166,0,2691
22167,1,2048
22168,0,2524
22169,1,2048
22170,0,2584
22171,1,2048
22172,0,2594
22173,1,2048
22174,0,2551
22175,1,2048
22176,0,2452
22177,1,2048
22178,0,2532
22179,1,2048
22180,0,2369
22181,1,2048
22182,0,2376
22183,1,2048
22184,0,2259
22185,1,2048
22186,0,2145
22187,1,2048
22188,0,2299
22189,1,2048
22190,0,2468
22191,1,2048
22192,0,2321
22193,1,2048
22194,0,2030
22195,1,2048
22196,0,2079
22197,1,2048
22198,0,2158
22199,1,2048
22200,0,2098
22201,1,2048
22202,0,2230
22203,1,2048
22204,0,1999
22205,1,2048
22206,0,1968
22207,1,2048
22208,0,1976
22209,1,2048
22210,0,1704
22211,1,2048
22212,0,1879
22213,1,2048
22214,0,1847
22215,1,2048
22216,0,1785
22217,1,2048
22218,0,1731
22219,1,2048
22220,0,1547
22221,1,2048
22222,0,1492
22223,1,2048
22224,0,1713
22225,1,2048
22226,0,1702
22227,1,2048
22228,0,1439
22229,1,2048
22230,0,1615
22231,1,2048
22232,0,1498
22233,1,2048
22234,0,1306
22235,1,2048
22236,0,1392
22237,1,2048
22238,0,1377
22239,1,2048
22240,0,1346
22241,1,2048
22242,0,1274
22243,1,2048
22244,0,1234
22245,1,2048
22246,0,1197
22247,1,2048
22248,0,1270
22249,1,2048
22250,0,1242
22251,1,2048
22252,0,1160
22253,1,2048
22254,0,1186
22255,1,2048
22256,0,1066
22257,1,2048
22258,0,1084
22259,1,2048
22260,0,965
22261,1,2048
22262,0,953
22263,1,2048
22264,0,1185
22265,1,2048
22266,0,946
22267,1,2048
22268,0,963
22269,1,2048
22270,0,880
22271,1,2048
22272,0,962
22273,1,2048
22274,0,983
22275,1,2048
22276,0,882
22277,1,2048
22278,0,880
22279,1,2048
22280,0,818
22281,1,2048
22282,0,935
22283,1,2048
22284,0,890
22285,1,2048
22286,0,831
22287,1,2048
22288,0,926
22289,1,2048
22290,0,759
22291,1,2048
22292,0,846
22293,1,2048
22294,0,763
22295,1,2048
22296,0,847
22297,1,2048
22298,0,774
22299,1,2048
22300,0,822
22301,1,2048
22302,0,821
22303,1,2048
22304,0,889
22305,1,2048
22306,0,778
22307,1,2048
22308,0,978
22309,1,2048
22310,0,825
22311,1,2048
22312,0,828
22313,1,2048
22314,0,896
22315,1,2048
22316,0,742
22317,1,2048
22318,0,903
22319,1,2048
22320,0,834
22321,1,2048
22322,0,753
22323,1,2048
22324,0,1003
22325,1,2048
22326,0,940
22327,1,2048
22328,0,930
22329,1,2048
22330,0,896
22331,1,2048
22332,0,871
22333,1,2048
22334,0,1078
22335,1,2048
22336,0,869
22337,1,2048
22338,0,985
22339,1,2048
22340,0,996
22341,1,2048
22342,0,1188
22343,1,2048
22344,0,1108
22345,1,2048
22346,0,1130
22347,1,2048
22348,0,1128
22349,1,2048
22350,0,1184
22351,1,2048
22352,0,1274
22353,1,2048
22354,0,1180
22355,1,2048
22356,0,1250
22357,1,2048
22358,0,1418
22359,1,2048
22360,0,1346
22361,1,2048
22362,0,1119
22363,1,2048
22364,0,1335
22365,1,2048
22366,0,1417
22367,1,2048
22368,0,1452
22369,1,2048
22370,0,1570
22371,1,2048
22372,0,1488
22373,1,2048
22374,0,1617
22375,1,2048
22376,0,1650
22377,1,2048
22378,0,1531
22379,1,2048
22380,0,1700
22381,1,2048
22382,0,1712
22383,1,2048
22384,0,1821
22385,1,2048
22386,0,1845
22387,1,2048
22388,0,1777
22389,1,2048
22390,0,1899
22391,1,2048
22392,0,2040
22393,1,2048
22394,0,1863
22395,1,2048
22396,0,2101
22397,1,2048
22398,0,1986
22399,1,2048
22400,0,1990
22401,1,2048
22402,0,2077
22403,1,2048
22404,0,2166
22405,1,2048
22406,0,2206
22407,1,2048
22408,0,2216
22409,1,2048
22410,0,2218
22411,1,2048
22412,0,2241
22413,1,2048
22414,0,2438
22415,1,2048
22416,0,2369
22417,1,2048
22418,0,2544
22419,1,2048
22420,0,2482
22421,1,2048
22422,0,2552
22423,1,2048
22424,0,2342
22425,1,2048
22426,0,2354
22427,1,2048
22428,0,2613
22429,1,2048
22430,0,2453
22431,1,2048
22432,0,2720
22433,1,2048
22434,0,2765
22435,1,2048
22436,0,2593
22437,1,2048
22438,0,2751
22439,1,2048
22440,0,2863
22441,1,2048
22442,0,2689
22443,1,2048
22444,0,2935
22445,1,2048
22446,0,2879
22447,1,2048
22448,0,2890
22449,1,2048
22450,0,2903
22451,1,2048
22452,0,2931
22453,1,2048
22454,0,2971
22455,1,2048
22456,0,2995
22457,1,2048
22458,0,2909
22459,1,2048
22460,0,3087
22461,1,2048
22462,0,2932
22463,1,2048
22464,0,3033
22465,1,2048
22466,0,3048
22467,1,2048
22468,0,3163
22469,1,2048
22470,0,3157
22471,1,2048
22472,0,3154
22473,1,2048
22474,0,3205
22475,1,2048
22476,0,3136
22477,1,2048
22478,0,3169
22479,1,2048
22480,0,3123
22481,1,2048
22482,0,3169
22483,1,2048
22484,0,3113
22485,1,2048
22486,0,3375
22487,1,2048
22488,0,3183
22489,1,2048
22490,0,3253
22491,1,2048
22492,0,3267
22493,1,2048
22494,0,3271
22495,1,2048
22496,0,3222
22497,1,2048
22498,0,3267
22499,1,2048
22500,0,3184
22501,1,2048
22502,0,3233
22503,1,2048
22504,0,3244
22505,1,2048
22506,0,3216
22507,1,2048
22508,0,3109
22509,1,2048
22510,0,3341
22511,1,2048
22512,0,3134
22513,1,2048
22514,0,3303
22515,1,2048
22516,0,3106
22517,1,2048
22518,0,3246
22519,1,2048
22520,0,3247
22521,1,2048
22522,0,2979
22523,1,2048
22524,0,3052
22525,1,2048
22526,0,2960
22527,1,2048
22528,0,3117
22529,1,2048
22530,0,3048
22531,1,2048
22532,0,3072
22533,1,2048
22534,0,3100
22535,1,2048
22536,0,3131
22537,1,2048
22538,0,3038
22539,1,2048
22540,0,3138
22541,1,2048
22542,0,2865
22543,1,2048
22544,0,3022
22545,1,2048
22546,0,2870
22547,1,2048
22548,0,2902
22549,1,2048
22550,0,3035
22551,1,2048
22552,0,2931
22553,1,2048
22554,0,2868
22555,1,2048
22556,0,2774
22557,1,2048
22558,0,2827
22559,1,2048
22560,0,2571
22561,1,2048
22562,0,2781
22563,1,2048
22564,0,2691
22565,1,2048
22566,0,2565
22567,1,2048
22568,0,2643
22569,1,2048
22570,0,2599
22571,1,2048
22572,0,2492
22573,1,2048
22574,0,2494
22575,1,2048
22576,0,2512
22577,1,2048
22578,0,2440
22579,1,2048
22580,0,2383
22581,1,2048
22582,0,2341
22583,1,2048
22584,0,2297
22585,1,2048
22586,0,2386
22587,1,2048
22588,0,2276
22589,1,2048
22590,0,2290
22591,1,2048
22592,0,2224
22593,1,2048
22594,0,2130
22595,1,2048
22596,0,2147
22597,1,2048
22598,0,2152
22599,1,2048
22600,0,2014
22601,1,2048
22602,0,2120
22603,1,2048
22604,0,2038
22605,1,2048
22606,0,2113
22607,1,2048
22608,0,1903
22609,1,2048
22610,0,1884
22611,1,2048
22612,0,1816
22613,1,2048
22614,0,1791
22615,1,2048
22616,0,1667
22617,1,2048
22618,0,1716
22619,1,2048
22620,0,1776
22621,1,2048
22622,0,1746
22623,1,2048
22624,0,1592
22625,1,2048
22626,0,1556
22627,1,2048
22628,0,1538
22629,1,2048
22630,0,1562
22631,1,2048
22632,0,1351
22633,1,2048
22634,0,1528
22635,1,2048
22636,0,1438
22637,1,2048
22638,0,1382
22639,1,2048
22640,0,1400
22641,1,2048
22642,0,1213
22643,1,2048
22644,0,1202
22645,1,2048
22646,0,1288
22647,1,2048
22648,0,1176
22649,1,2048
22650,0,1160
22651,1,2048
22652,0,1109
22653,1,2048
22654,0,1204
22655,1,2048
22656,0,1192
22657,1,2048
22658,0,1119
22659,1,2048
22660,0,1084
22661,1,2048
22662,0,924
22663,1,2048
22664,0,978
22665,1,2048
22666,0,982
22667,1,2048
22668,0,1217
22669,1,2048
22670,0,951
22671,1,2048
22672,0,947
22673,1,2048
22674,0,1071
22675,1,2048
22676,0,1038
22677,1,2048
22678,0,966
22679,1,2048
22680,0,1002
22681,1,2048
22682,0,952
22683,1,2048
22684,0,925
22685,1,2048
22686,0,971
22687,1,2048
22688,0,789
22689,1,2048
22690,0,797
22691,1,2048
22692,0,924
22693,1,2048
22694,0,948
22695,1,2048
22696,0,895
22697,1,2048
22698,0,903
22699,1,2048
22700,0,923
22701,1,2048
22702,0,806
22703,1,2048
22704,0,803
22705,1,2048
22706,0,984
22707,1,2048
22708,0,812
22709,1,2048
22710,0,820
22711,1,2048
22712,0,805
22713,1,2048
22714,0,970
22715,1,2048
22716,0,941
22717,1,2048
22718,0,816
22719,1,2048
22720,0,928
22721,1,2048
22722,0,912
22723,1,2048
22724,0,888
22725,1,2048
22726,0,985
22727,1,2048
22728,0,963
22729,1,2048
22730,0,991
22731,1,2048
22732,0,919
22733,1,2048
22734,0,915
22735,1,2048
22736,0,874
22737,1,2048
22738,0,1204
22739,1,2048
22740,0,1164
22741,1,2048
22742,0,1044
22743,1,2048
22744,0,1254
22745,1,2048
22746,0,1276
22747,1,2048
22748,0,1213
22749,1,2048
22750,0,1154
22751,1,2048
22752,0,1248
22753,1,2048
22754,0,1321
22755,1,2048
22756,0,1311
22757,1,2048
22758,0,1217
22759,1,2048
22760,0,1336
22761,1,2048
22762,0,1429
22763,1,2048
22764,0,1464
22765,1,2048
22766,0,1558
22767,1,2048
22768,0,1466
22769,1,2048
22770,0,1566
22771,1,2048
22772,0,1469
22773,1,2048
22774,0,1639
22775,1,2048
22776,0,1518
22777,1,2048
22778,0,1701
22779,1,2048
22780,0,1651
22781,1,2048
22782,0,1887
22783,1,2048
22784,0,1790
22785,1,2048
22786,0,1628
22787,1,2048
22788,0,1768
22789,1,2048
22790,0,1798
22791,1,2048
22792,0,2063
22793,1,2048
22794,0,2078
22795,1,2048
22796,0,1914
22797,1,2048
22798,0,1961
22799,1,2048
22800,0,1934
22801,1,2048
22802,0,2110
22803,1,2048
22804,0,2215
22805,1,2048
22806,0,2171
22807,1,2048
22808,0,2226
22809,1,2048
22810,0,2181
22811,1,2048
22812,0,2369
22813,1,2048
22814,0,2375
22815,1,2048
22816,0,2512
22817,1,2048
22818,0,2236
22819,1,2048
22820,0,2433
22821,1,2048
22822,0,2457
22823,1,2048
22824,0,2479
22825,1,2048
22826,0,2425
22827,1,2048
22828,0,2602
22829,1,2048
22830,0,2587
22831,1,2048
22832,0,2599
22833,1,2048
22834,0,2669
22835,1,2048
22836,0,2812
22837,1,2048
22838,0,2746
22839,1,2048
22840,0,2706
22841,1,2048
22842,0,2774
22843,1,2048
22844,0,2918
22845,1,2048
22846,0,2983
22847,1,2048
22848,0,2762
22849,1,2048
22850,0,2833
22851,1,2048
22852,0,3005
22853,1,2048
22854,0,2985
22855,1,2048
22856,0,3065
22857,1,2048
22858,0,2991
22859,1,2048
22860,0,2904
22861,1,2048
22862,0,2947
22863,1,2048
22864,0,3197
22865,1,2048
22866,0,3109
22867,1,2048
22868,0,3218
22869,1,2048
22870,0,3130
22871,1,2048
22872,0,3286
22873,1,2048
22874,0,3167
22875,1,2048
22876,0,3106
22877,1,2048
22878,0,3057
22879,1,2048
22880,0,3059
22881,1,2048
22882,0,3077
22883,1,2048
22884,0,3212
22885,1,2048
22886,0,3135
22887,1,2048
22888,0,3251
22889,1,2048
22890,0,3150
22891,1,2048
22892,0,3167
22893,1,2048
22894,0,3143
22895,1,2048
22896,0,3229
22897,1,2048
22898,0,3257
22899,1,2048
22900,0,3181
22901,1,2048
22902,0,3293
22903,1,2048
22904,0,3299
22905,1,2048
22906,0,3309
22907,1,2048
22908,0,3293
22909,1,2048
22910,0,3294
22911,1,2048
22912,0,3201
22913,1,2048
22914,0,3204
22915,1,2048
22916,0,3227
22917,1,2048
22918,0,3175
22919,1,2048
22920,0,3231
22921,1,2048
22922,0,3022
22923,1,2048
22924,0,3050
22925,1,2048
22926,0,3147
22927,1,2048
22928,0,3212
22929,1,2048
22930,0,3272
22931,1,2048
22932,0,3133
22933,1,2048
22934,0,2937
22935,1,2048
22936,0,3033
22937,1,2048
22938,0,3217
22939,1,2048
22940,0,3088
22941,1,2048
22942,0,2829
22943,1,2048
22944,0,2923
22945,1,2048
22946,0,2867
22947,1,2048
22948,0,2853
22949,1,2048
22950,0,2957
22951,1,2048
22952,0,2846
22953,1,2048
22954,0,2875
22955,1,2048
22956,0,2726
22957,1,2048
22958,0,2829
22959,1,2048
22960,0,2619
22961,1,2048
22962,0,2615
22963,1,2048
22964,0,2579
22965,1,2048
22966,0,2630
22967,1,2048
22968,0,2618
22969,1,2048
22970,0,2670
22971,1,2048
22972,0,2660
22973,1,2048
22974,0,2458
22975,1,2048
22976,0,2633
22977,1,2048
22978,0,2418
22979,1,2048
22980,0,2415
22981,1,2048
22982,0,2267
22983,1,2048
22984,0,2426
22985,1,2048
22986,0,2273
22987,1,2048
22988,0,2315
22989,1,2048
22990,0,2134
22991,1,2048
22992,0,2138
22993,1,2048
22994,0,2181
22995,1,2048
22996,0,2153
22997,1,2048
22998,0,2109
22999,1,2048
23000,0,2057
23001,1,2048
23002,0,2031
23003,1,2048
23004,0,2068
23005,1,2048
23006,0,1920
23007,1,2048
23008,0,1984
23009,1,2048
23010,0,1823
23011,1,2048
23012,0,2081
23013,1,2048
23014,0,1902
23015,1,2048
23016,0,1858
23017,1,2048
23018,0,1682
23019,1,2048
23020,0,1668
23021,1,2048
23022,0,1593
23023,1,2048
23024,0,1512
23025,1,2048
23026,0,1471
23027,1,2048
23028,0,1571
23029,1,2048
23030,0,1636
23031,1,2048
23032,0,1537
23033,1,2048
23034,0,1433
23035,1,2048
23036,0,1404
23037,1,2048
23038,0,1392
23039,1,2048
23040,0,1215
23041,1,2048
23042,0,1302
23043,1,2048
23044,0,1321
23045,1,2048
23046,0,1315
23047,1,2048
23048,0,1259
23049,1,2048
23050,0,1173
23051,1,2048
23052,0,1286
23053,1,2048
23054,0,1116
23055,1,2048
23056,0,1052
23057,1,2048
23058,0,1079
23059,1,2048
23060,0,1198
23061,1,2048
23062,0,1190
23063,1,2048
23064,0,1073
23065,1,2048
23066,0,1208
23067,1,2048
23068,0,977
23069,1,2048
23070,0,1026
23071,1,2048
23072,0,967
23073,1,2048
23074,0,978
23075,1,2048
23076,0,980
23077,1,2048
23078,0,869
23079,1,2048
23080,0,950
23081,1,2048
23082,0,799
23083,1,2048
23084,0,762
23085,1,2048
23086,0,915
23087,1,2048
23088,0,897
23089,1,2048
23090,0,807
23091,1,2048
23092,0,777
23093,1,2048
23094,0,774
23095,1,2048
23096,0,761
23097,1,2048
23098,0,805
23099,1,2048
23100,0,731
23101,1,2048
23102,0,841
23103,1,2048
23104,0,870
23105,1,2048
23106,0,993
23107,1,2048
23108,0,845
23109,1,2048
23110,0,814
23111,1,2048
23112,0,853
23113,1,2048
23114,0,891
23115,1,2048
23116,0,934
23117,1,2048
23118,0,801
23119,1,2048
23120,0,954
23121,1,2048
23122,0,869
23123,1,2048
23124,0,934
23125,1,2048
23126,0,898
23127,1,2048
23128,0,888
23129,1,2048
23130,0,972
23131,1,2048
23132,0,882
23133,1,2048
23134,0,870
23135,1,2048
23136,0,1094
23137,1,2048
23138,0,953
23139,1,2048
23140,0,985
23141,1,2048
23142,0,1061
23143,1,2048
23144,0,1063
23145,1,2048
23146,0,977
23147,1,2048
23148,0,1169
23149,1,2048
23150,0,1231
23151,1,2048
23152,0,1130
23153,1,2048
23154,0,1293
23155,1,2048
23156,0,1462
23157,1,2048
23158,0,1411
23159,1,2048
23160,0,1261
23161,1,2048
23162,0,1359
23163,1,2048
23164,0,1388
23165,1,2048
23166,0,1521
23167,1,2048
23168,0,1478
23169,1,2048
23170,0,1503
23171,1,2048
23172,0,1612
23173,1,2048
23174,0,1702
23175,1,2048
23176,0,1688
23177,1,2048
23178,0,1702
23179,1,2048
23180,0,1512
23181,1,2048
23182,0,1727
23183,1,2048
23184,0,1617
23185,1,2048
23186,0,1860
23187,1,2048
23188,0,1820
23189,1,2048
23190,0,1760
23191,1,2048
23192,0,1959
23193,1,2048
23194,0,2018
23195,1,2048
23196,0,1983
23197,1,2048
23198,0,1985
23199,1,2048
23200,0,2084
23201,1,2048
23202,0,2118
23203,1,2048
23204,0,2107
23205,1,2048
23206,0,2159
23207,1,2048
23208,0,2214
23209,1,2048
23210,0,2137
23211,1,2048
23212,0,2434
23213,1,2048
23214,0,2345
23215,1,2048
23216,0,2348
23217,1,2048
23218,0,2431
23219,1,2048
23220,0,2272
23221,1,2048
23222,0,2437
23223,1,2048
23224,0,2415
23225,1,2048
23226,0,2541
23227,1,2048
23228,0,2481
23229,1,2048
23230,0,2491
23231,1,2048
23232,0,2582
23233,1,2048
23234,0,2671
23235,1,2048
23236,0,2540
23237,1,2048
23238,0,2719
23239,1,2048
23240,0,2742
23241,1,2048
23242,0,2772
23243,1,2048
23244,0,2663
23245,1,2048
23246,0,2924
23247,1,2048
23248,0,2795
23249,1,2048
23250,0,2804
23251,1,2048
23252,0,2774
23253,1,2048
23254,0,3022
23255,1,2048
23256,0,2995
23257,1,2048
23258,0,3212
23259,1,2048
23260,0,3041
23261,1,2048
23262,0,3029
23263,1,2048
23264,0,3132
23265,1,2048
23266,0,3178
23267,1,2048
23268,0,3017
23269,1,2048
23270,0,3120
23271,1,2048
23272,0,2995
23273,1,2048
23274,0,3189
23275,1,2048
23276,0,3108
23277,1,2048
23278,0,3196
23279,1,2048
23280,0,3109
23281,1,2048
23282,0,3134
23283,1,2048
23284,0,3130
23285,1,2048
23286,0,3362
23287,1,2048
23288,0,3173
23289,1,2048
23290,0,3121
23291,1,2048
23292,0,3180
23293,1,2048
23294,0,3181
23295,1,2048
23296,0,3297
23297,1,2048
23298,0,3162
23299,1,2048
23300,0,3215
23301,1,2048
23302,0,3226
23303,1,2048
23304,0,3222
23305,1,2048
23306,0,3367
23307,1,2048
23308,0,3314
23309,1,2048
23310,0,3375
23311,1,2048
23312,0,3121
23313,1,2048
23314,0,3214
23315,1,2048
23316,0,3155
23317,1,2048
23318,0,3176
23319,1,2048
23320,0,3340
23321,1,2048
23322,0,3111
23323,1,2048
23324,0,3135
23325,1,2048
23326,0,3092
23327,1,2048
23328,0,3240
23329,1,2048
23330,0,3254
23331,1,2048
23332,0,3084
23333,1,2048
23334,0,3223
23335,1,2048
23336,0,2975
23337,1,2048
23338,0,3011
23339,1,2048
23340,0,2962
23341,1,2048
23342,0,2936
23343,1,2048
23344,0,2937
23345,1,2048
23346,0,2970
23347,1,2048
23348,0,2835
23349,1,2048
23350,0,2876
23351,1,2048
23352,0,2868
23353,1,2048
23354,0,2806
23355,1,2048
23356,0,2916
23357,1,2048
23358,0,2796
23359,1,2048
23360,0,2896
23361,1,2048
23362,0,2779
23363,1,2048
23364,0,2605
23365,1,2048
23366,0,2672
23367,1,2048
23368,0,2699
23369,1,2048
23370,0,2548
23371,1,2048
23372,0,2507
23373,1,2048
23374,0,2631
23375,1,2048
23376,0,2544
23377,1,2048
23378,0,2295
23379,1,2048
23380,0,2238
23381,1,2048
23382,0,2236
23383,1,2048
23384,0,2322
23385,1,2048
23386,0,2351
23387,1,2048
23388,0,2333
23389,1,2048
23390,0,2252
23391,1,2048
23392,0,2140
23393,1,2048
23394,0,2078
23395,1,2048
23396,0,2135
23397,1,2048
23398,0,2057
23399,1,2048
23400,0,1977
23401,1,2048
23402,0,2072
23403,1,2048
23404,0,1903
23405,1,2048
23406,0,1791
23407,1,2048
23408,0,2075
23409,1,2048
23410,0,1797
23411,1,2048
23412,0,1790
23413,1,2048
23414,0,1738
23415,1,2048
23416,0,1608
23417,1,2048
23418,0,1733
23419,1,2048
23420,0,1750
23421,1,2048
23422,0,1775
23423,1,2048
23424,0,1612
23425,1,2048
23426,0,1553
23427,1,2048
23428,0,1605
23429,1,2048
23430,0,1477
23431,1,2048
23432,0,1455
23433,1,2048
23434,0,1399
23435,1,2048
23436,0,1421
23437,1,2048
23438,0,1250
23439,1,2048
23440,0,1507
23441,1,2048
23442,0,1395
23443,1,2048
23444,0,1389
23445,1,2048
23446,0,1274
23447,1,2048
23448,0,1187
23449,1,2048
23450,0,1169
23451,1,2048
23452,0,1236
23453,1,2048
23454,0,1073
23455,1,2048
23456,0,1269
23457,1,2048
23458,0,1084
23459,1,2048
23460,0,880
23461,1,2048
23462,0,1027
23463,1,2048
23464,0,1135
23465,1,2048
23466,0,1082
23467,1,2048
23468,0,1039
23469,1,2048
23470,0,1008
23471,1,2048
23472,0,917
23473,1,2048
23474,0,1032
23475,1,2048
23476,0,777
23477,1,2048
23478,0,964
23479,1,2048
23480,0,1052
23481,1,2048
23482,0,982
23483,1,2048
23484,0,908
23485,1,2048
23486,0,892
23487,1,2048
23488,0,819
23489,1,2048
23490,0,745
23491,1,2048
23492,0,914
23493,1,2048
23494,0,764
23495,1,2048
23496,0,741
23497,1,2048
23498,0,840
23499,1,2048
23500,0,709
23501,1,2048
23502,0,734
23503,1,2048
23504,0,868
23505,1,2048
23506,0,969
23507,1,2048
23508,0,826
23509,1,2048
23510,0,926
23511,1,2048
23512,0,856
23513,1,2048
23514,0,955
23515,1,2048
23516,0,985
23517,1,2048
23518,0,847
23519,1,2048
23520,0,794
23521,1,2048
23522,0,1018
23523,1,2048
23524,0,1031
23525,1,2048
23526,0,866
23527,1,2048
23528,0,1011
23529,1,2048
23530,0,994
23531,1,2048
23532,0,921
23533,1,2048
23534,0,1042
23535,1,2048
23536,0,876
23537,1,2048
23538,0,1090
23539,1,2048
23540,0,1149
23541,1,2048
23542,0,1087
23543,1,2048
23544,0,1256
23545,1,2048
23546,0,1087
23547,1,2048
23548,0,1101
23549,1,2048
23550,0,1191
23551,1,2048
23552,0,1175
23553,1,2048
23554,0,1113
23555,1,2048
23556,0,1235
23557,1,2048
23558,0,1128
23559,1,2048
23560,0,1365
23561,1,2048
23562,0,1282
23563,1,2048
23564,0,1445
23565,1,2048
23566,0,1396
23567,1,2048
23568,0,1482
23569,1,2048
23570,0,1406
23571,1,2048
23572,0,1480
23573,1,2048
23574,0,1606
23575,1,2048
23576,0,1641
23577,1,2048
23578,0,1583
23579,1,2048
23580,0,1664
23581,1,2048
23582,0,1850
23583,1,2048
23584,0,1702
23585,1,2048
23586,0,1846
23587,1,2048
23588,0,1789
23589,1,2048
23590,0,1906
23591,1,2048
23592,0,1919
23593,1,2048
23594,0,1944
23595,1,2048
23596,0,2026
23597,1,2048
23598,0,2072
23599,1,2048
23600,0,1955
23601,1,2048
23602,0,2130
23603,1,2048
23604,0,2104
23605,1,2048
23606,0,2094
23607,1,2048
23608,0,2282
23609,1,2048
23610,0,2201
23611,1,2048
23612,0,2244
23613,1,2048
23614,0,2320
23615,1,2048
23616,0,2143
23617,1,2048
23618,0,2352
23619,1,2048
23620,0,2453
23621,1,2048
23622,0,2523
23623,1,2048
23624,0,2514
23625,1,2048
23626,0,2551
23627,1,2048
23628,0,2514
23629,1,2048
23630,0,2622
23631,1,2048
23632,0,2553
23633,1,2048
23634,0,2599
23635,1,2048
23636,0,2690
23637,1,2048
23638,0,2810
23639,1,2048
23640,0,2871
23641,1,2048
23642,0,2790
23643,1,2048
23644,0,2799
23645,1,2048
23646,0,2770
23647,1,2048
23648,0,2780
23649,1,2048
23650,0,2778
23651,1,2048
23652,0,2784
23653,1,2048
23654,0,3027
23655,1,2048
23656,0,2951
23657,1,2048
23658,0,3099
23659,1,2048
23660,0,3086
23661,1,2048
23662,0,3167
23663,1,2048
23664,0,3015
23665,1,2048
23666,0,3135
23667,1,2048
23668,0,3126
23669,1,2048
23670,0,2957
23671,1,2048
23672,0,3188
23673,1,2048
23674,0,3285
23675,1,2048
23676,0,3193
23677,1,2048
23678,0,3142
23679,1,2048
23680,0,3343
23681,1,2048
23682,0,3228
23683,1,2048
23684,0,3292
23685,1,2048
23686,0,3421
23687,1,2048
23688,0,3210
23689,1,2048
23690,0,3060
23691,1,2048
23692,0,3230
23693,1,2048
23694,0,3200
23695,1,2048
23696,0,3342
23697,1,2048
23698,0,3157
23699,1,2048
23700,0,3225
23701,1,2048
23702,0,3355
23703,1,2048
23704,0,3350
23705,1,2048
23706,0,3324
23707,1,2048
23708,0,3230
23709,1,2048
23710,0,3253
23711,1,2048
23712,0,3372
23713,1,2048
23714,0,3264
23715,1,2048
23716,0,3161
23717,1,2048
23718,0,3108
23719,1,2048
23720,0,3277
23721,1,2048
23722,0,3255
23723,1,2048
23724,0,3113
23725,1,2048
23726,0,3054
23727,1,2048
23728,0,3229
23729,1,2048
23730,0,3156
23731,1,2048
23732,0,3183
23733,1,2048
23734,0,3102
23735,1,2048
23736,0,2933
23737,1,2048
23738,0,3054
23739,1,2048
23740,0,2894
23741,1,2048
23742,0,2873
23743,1,2048
23744,0,2805
23745,1,2048
23746,0,2873
23747,1,2048
23748,0,2942
23749,1,2048
23750,0,2960
23751,1,2048
23752,0,2844
23753,1,2048
23754,0,2867
23755,1,2048
23756,0,2939
23757,1,2048
23758,0,2788
23759,1,2048
23760,0,2868
23761,1,2048
23762,0,2622
23763,1,2048
23764,0,2575
23765,1,2048
23766,0,2695
23767,1,2048
23768,0,2655
23769,1,2048
